state,entity
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Dunkin Donuts"
"MA","Starbucks"
"MA","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Starbucks"
"MD","Starbucks"
"MD","Dunkin Donuts"
"MD","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Dunkin Donuts"
"ME","Starbucks"
"ME","Starbucks"
